Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
360,"NE Barroso, L Mendez, PA Graziano…","Parenting stress through the lens of different clinical groups: A systematic review &meta-analysis",2018,"… child psychology","Springer","https://link.springer.com/article/10.1007/s10802-017-0313-6","https://scholar.google.com/scholar?cites=18351772497748563622&as_sdt=2005&sciodt=0,5&hl=en",586,"2023-07-31 18:46:22","","10.1007/s10802-017-0313-6","","",,,,,360,72.00,90,4,5,"… The primary goal of this systematic review and meta-analysis was to examine the association between parenting stress and child behavior problems among different clinical groups. …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5725271/","https://scholar.google.com/scholar?q=related:phYW19qXrv4J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
164,"D David, C Cotet, S Matu, C Mogoase…","50 years of rational‐emotive and cognitive‐behavioral therapy: A systematic review and meta‐analysis",2018,"… of clinical psychology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/jclp.22514","https://scholar.google.com/scholar?cites=10582946826650839860&as_sdt=2005&sciodt=0,5&hl=en",604,"2023-07-31 18:46:22","","10.1002/jclp.22514","","",,,,,164,32.80,33,5,5,"… The current meta-analysis aims to provide a comprehensive, up-to-date quantitative review … However, in this meta-analysis, we did not directly test the mediation hypothesis of irrational …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jclp.22514","https://scholar.google.com/scholar?q=related:NOteZxEu3pIJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
53,"X Huang, KR Fox, JD Ribeiro, JC Franklin","Psychosis as a risk factor for suicidal thoughts and behaviors: a meta-analysis of longitudinal studies",2018,"Psychological medicine","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/psychosis-as-a-risk-factor-for-suicidal-thoughts-and-behaviors-a-metaanalysis-of-longitudinal-studies/D9A10D628C7D2B08E88A58707D9C8197","https://scholar.google.com/scholar?cites=9695619549713349641&as_sdt=2005&sciodt=0,5&hl=en",609,"2023-07-31 18:46:22","","","","",,,,,53,10.60,13,4,5,"… Study quality is often an issue of concern for meta-analyses due to the heterogeneity among … However, variations in study quality were substantially limited in this meta-analysis due to …","https://scholar.archive.org/work/xtemgmvtjrecbiixyhwwimiaiu/access/wayback/http://pdfs.semanticscholar.org/7326/1372fb73dabec6a0c851ffb28ee2b7e41d82.pdf","https://scholar.google.com/scholar?q=related:CTz_YZzCjYYJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
64,"DF de Freitas, M Fernandes-Jesus…","Psychological correlates of perceived ethnic discrimination in Europe: A meta-analysis.",2018,"Psychology of …","psycnet.apa.org","https://psycnet.apa.org/journals/vio/8/6/712/","https://scholar.google.com/scholar?cites=18072034803385799848&as_sdt=2005&sciodt=0,5&hl=en",642,"2023-07-31 18:46:22","","","","",,,,,64,12.80,21,3,5,"… Method: This study presents a systematic review and a meta-analysis of the correlates of perceived ethnic discrimination among ethnic minority persons living in European countries. …","https://repositorio.iscte-iul.pt/bitstream/10071/16950/1/Freitas%20et%20al_2018_postprint.pdf","https://scholar.google.com/scholar?q=related:qJROaOfDzPoJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
48,"W Shen, Y Tong, F Li, Y Yuan, B Hommel, C Liu…","Tracking the neurodynamics of insight: A meta-analysis of neuroimaging studies",2018,"… psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0301051118300358","https://scholar.google.com/scholar?cites=17488022026503616605&as_sdt=2005&sciodt=0,5&hl=en",670,"2023-07-31 18:46:22","","","","",,,,,48,9.60,7,7,5,"… To access appropriate articles for the meta-analysis of insight, the online electronic … these criteria and were included in the current meta-analysis. All MNI coordinates were converted to …","https://assets.zyrosite.com/mjE00v40gJI3bQMZ/tracking-the-neurodynamics-of-the-insight-process-AwvXX7k43Dug95WP.pdf","https://scholar.google.com/scholar?q=related:XXj0qWDvsfIJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
65,"DML Van Ryckeghem, S Van Damme…","The efficacy of attentional distraction and sensory monitoring in chronic pain patients: a meta-analysis",2018,"Clinical Psychology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735817300272","https://scholar.google.com/scholar?cites=15842699885582551276&as_sdt=2005&sciodt=0,5&hl=en",675,"2023-07-31 18:46:22","","","","",,,,,65,13.00,22,3,5,"… We report a meta-analysis on the efficacy of distraction and sensory monitoring in chronic pain patients, and explore possible methodological and theoretical moderators. The scientific …","https://biblio.ugent.be/publication/8539877/file/8539878.pdf","https://scholar.google.com/scholar?q=related:7AhFk5uT3NsJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
51,"J Petersen","Gender difference in verbal performance: A meta-analysis of United States state performance assessments",2018,"Educational Psychology Review","Springer","https://link.springer.com/article/10.1007/s10648-018-9450-x","https://scholar.google.com/scholar?cites=11658244182142175861&as_sdt=2005&sciodt=0,5&hl=en",684,"2023-07-31 18:46:22","","10.1007/s10648-018-9450-x","","",,,,,51,10.20,51,1,5,"… presents a meta-analysis of … meta-analysis includes data from over 10 million public school students in 16 states. Unlike traditional meta-analytic reviews of published studies, this meta…","","https://scholar.google.com/scholar?q=related:dUpZzVBnyqEJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
98,"E Fisher, LC Heathcote, C Eccleston…","Assessment of pain anxiety, pain catastrophizing, and fear of pain in children and adolescents with chronic pain: a systematic review and meta-analysis",2018,"… Pediatric Psychology","academic.oup.com","https://academic.oup.com/jpepsy/article-abstract/43/3/314/4034672","https://scholar.google.com/scholar?cites=8242613889838357406&as_sdt=2005&sciodt=0,5&hl=en",691,"2023-07-31 18:46:22","","","","",,,,,98,19.60,25,4,5,"… across studies for meta-analysis of shared variance in psychometric performance in relation to the primary outcomes of pain intensity, disability, generalized anxiety, and depression. …","https://academic.oup.com/jpepsy/article/43/3/314/4034672","https://scholar.google.com/scholar?q=related:nhuEXKmlY3IJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
232,"CW Wiese, L Kuykendall, L Tay","Get active? A meta-analysis of leisure-time physical activity and subjective well-being",2018,"… Journal of Positive Psychology","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17439760.2017.1374436","https://scholar.google.com/scholar?cites=7475791519282456006&as_sdt=2005&sciodt=0,5&hl=en",704,"2023-07-31 18:46:22","","10.1080/17439760.2017.1374436","","",,,,,232,46.40,77,3,5,"… Specifically, our goal is to conduct a meta-analysis on the relationships between LTPA and worker SWB. In doing so, we contribute by summarizing the average effect sizes between …","https://www.researchgate.net/profile/Christopher-Wiese/publication/319493159_Get_Active_A_Meta-Analysis_of_Leisure-Time_Physical_Activity_and_Subjective_Well-Being/links/59bbe04da6fdcca8e562249e/Get-Active-A-Meta-Analysis-of-Leisure-Time-Physical-Activity-and-Subjective-Well-Being.pdf","https://scholar.google.com/scholar?q=related:xmW1QcdYv2cJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
36,"IR Podina, LA Fodor","Critical review and meta-analysis of multicomponent behavioral e-health interventions for weight loss.",2018,"Health Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2018-20335-001","https://scholar.google.com/scholar?cites=3367335608531705985&as_sdt=2005&sciodt=0,5&hl=en",719,"2023-07-31 18:46:22","","","","",,,,,36,7.20,18,2,5,"… beyond the purpose of the meta-analysis. Moreover, studies … the focus of the current meta-analysis nor were studies on … to assess their relevance for the meta-analysis. Selected full-…","https://www.researchgate.net/profile/Ioana-Podina/publication/323755609_Critical_Review_and_Meta-Analysis_of_Multicomponent_Behavioral_E-Health_Interventions_for_Weight_Loss/links/5ac3487245851584fa7796b9/Critical-Review-and-Meta-Analysis-of-Multicomponent-Behavioral-E-Health-Interventions-for-Weight-Loss.pdf","https://scholar.google.com/scholar?q=related:gWAOIuUtuy4J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
90,"BA Zaboski II, JH Kranzler, NA Gage","Meta-analysis of the relationship between academic achievement and broad abilities of the Cattell-Horn-Carroll theory",2018,"Journal of school psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022440518301031","https://scholar.google.com/scholar?cites=8341597947640582397&as_sdt=2005&sciodt=0,5&hl=en",721,"2023-07-31 18:46:22","","","","",,,,,90,18.00,30,3,5,"… The purpose of this study, therefore, was to conduct a meta-analysis to determine the effect size for … In sum, results of our meta-analysis support the interpretation of the overall score on …","https://www.researchgate.net/profile/John-Kranzler/publication/328632280_Meta-analysis_of_the_relationship_between_academic_achievement_and_broad_abilities_of_the_Cattell-horn-Carroll_theory/links/5bd99b1f299bf1124fafbfa2/Meta-analysis-of-the-relationship-between-academic-achievement-and-broad-abilities-of-the-Cattell-horn-Carroll-theory.pdf","https://scholar.google.com/scholar?q=related:_ZA-QCNPw3MJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
358,"M Pinquart, R Kauser","Do the associations of parenting styles with behavior problems and academic achievement vary by culture? Results from a meta-analysis.",2018,"… Diversity and Ethnic Minority Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2017-15641-001","https://scholar.google.com/scholar?cites=15914414619861662749&as_sdt=2005&sciodt=0,5&hl=en",725,"2023-07-31 18:46:22","","","","",,,,,358,71.60,179,2,5,"… Criteria for inclusion of studies in the present meta-analysis were: … separate results for at least one of these ethnic groups were included in this meta-analysis. As shown in Table 1, …","","https://scholar.google.com/scholar?q=related:HTwjUcdb29wJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
184,"L Van Dam, D Smit, B Wildschut…","Does natural mentoring matter? A multilevel meta‐analysis on the association between natural mentoring and youth outcomes",2018,"… psychology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajcp.12248","https://scholar.google.com/scholar?cites=14319659835895264767&as_sdt=2005&sciodt=0,5&hl=en",726,"2023-07-31 18:46:22","","10.1002/ajcp.12248","","",,,,,184,36.80,46,4,5,"… to select the studies for this meta-analysis. First, youth outcomes … A common problem in performing a meta-analysis is that … the studies included in the meta-analysis are not an adequate …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ajcp.12248","https://scholar.google.com/scholar?q=related:_zX3fsCmucYJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
57,"KR Smith, SR Lawyer, JK Swift","A meta-analysis of nonsystematic responding in delay and probability reward discounting.",2018,"Experimental and Clinical …","psycnet.apa.org","https://psycnet.apa.org/journals/pha/26/1/94/","https://scholar.google.com/scholar?cites=643252437031339128&as_sdt=2005&sciodt=0,5&hl=en",730,"2023-07-31 18:46:22","","","","",,,,,57,11.40,19,3,5,"… The purpose of this meta-analysis is to report the frequency of nonsystematic response patterns across human discounting studies published since Johnson and Bickel’s (2008) seminal …","https://www.researchgate.net/profile/Kathi-Smith/publication/340237401_A_Meta-Analysis_of_Nonsystematic_Responding_in_Delay_and_Probability_Reward_Discounting/links/5e7e82eb458515efa0b0fd87/A-Meta-Analysis-of-Nonsystematic-Responding-in-Delay-and-Probability-Reward-Discounting.pdf","https://scholar.google.com/scholar?q=related:eEQo8q5K7QgJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
37,"C Hedge, G Powell, A Bompas…","Low and variable correlation between reaction time costs and accuracy costs explained by accumulation models: Meta-analysis and simulations.",2018,"Psychological …","psycnet.apa.org","https://psycnet.apa.org/record/2018-47614-001","https://scholar.google.com/scholar?cites=16846544337258773682&as_sdt=2005&sciodt=0,5&hl=en",738,"2023-07-31 18:46:22","","","","",,,,,37,7.40,9,4,5,"… In Part 1 of this article, we perform a meta-analysis to test the widespread theoretical assumption underpinning the use of performance costs as indexes of ability in specific cognitive …","https://psycnet.apa.org/journals/bul/144/11/1200.pdf","https://scholar.google.com/scholar?q=related:snwtY9HyyukJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
55,"L Murphy, S Dockray","The consideration of future consequences and health behaviour: a meta-analysis",2018,"Health psychology review","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17437199.2018.1489298","https://scholar.google.com/scholar?cites=14927689536257379715&as_sdt=2005&sciodt=0,5&hl=en",751,"2023-07-31 18:46:22","","10.1080/17437199.2018.1489298","","",,,,,55,11.00,28,2,5,"… The aim of this meta-analysis was to quantify the direction and strength of associations between the Consideration of Future Consequences (CFC) scale and intended and actual …","","https://scholar.google.com/scholar?q=related:g83v_YrOKc8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
43,"E Weingarten, J Hutchinson","Does ease mediate the ease-of-retrieval effect? A meta-analysis.",2018,"Psychological Bulletin","psycnet.apa.org","https://psycnet.apa.org/record/2018-04154-001","https://scholar.google.com/scholar?cites=4603826764424779323&as_sdt=2005&sciodt=0,5&hl=en",758,"2023-07-31 18:46:22","","","","",,,,,43,8.60,22,2,5,"… One important goal of this meta-analysis is to examine a wide range of theory-based moderators that have been proposed in the feelings-as-information literature. These moderators …","https://core.ac.uk/download/pdf/219378601.pdf","https://scholar.google.com/scholar?q=related:O5b51AwU5D8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
